participant_id,executionOrder,originalTrialNumber,loaderType,simulatedLoadingTime,simulatedLoadingTime_sec,rageClicks,mouseDistance,taskDuration,taskDuration_sec,totalLoadingTime,pureTaskDuration,perceivedLoadingTime,discomfort,reliability,perceivedLoadingTime_z,discomfort_z,reliability_z,rageClicks_z,mouseDistance_z,taskDuration_sec_z
participant_11,4.0,6.0,skeleton-color,5000,5.0,0,4412.340066336416,21201.10000014305,21.20110000014305,10000.0,11201.100000143051,71.0,4.0,2.0,0.7614649371284119,0.802410853721659,-0.9561828866675148,0.0,-0.7107805762974986,0.5437954777929526
participant_11,5.0,11.0,bar,1000,1.0,0,8359.339363471172,35312.0,35.312,6000.0,29312.0,22.0,1.0,5.0,-1.0397935003546588,-1.303917637297696,1.5537971908347117,0.0,1.554373941661548,3.021531931086538
participant_11,6.0,5.0,none,2500,2.5,0,4902.759111353471,14151.5,14.1515,5000.0,9151.5,25.0,4.0,3.0,-0.9295123715291648,0.802410853721659,-0.11952286083343931,0.0,-0.42933261244304355,-0.694045545931259
participant_11,7.0,17.0,skeleton,1000,1.0,0,4273.975660351917,11395.099999904633,11.395099999904632,2000.0,9395.099999904633,19.0,1.0,5.0,-1.150074629180153,-1.303917637297696,1.5537971908347117,0.0,-0.7901869140609805,-1.1780425099919478
participant_11,8.0,13.0,spinner-color,2500,2.5,0,4039.844115179265,13969.5,13.9695,5000.0,8969.5,61.0,2.0,4.0,0.39386117437676477,-0.6018081402912443,0.7171371650006362,0.0,-0.9245533244450813,-0.7260029713615296
participant_11,9.0,12.0,skeleton,5000,5.0,0,4393.740293000188,28034.700000047684,28.034700000047685,15000.0,13034.700000047684,75.0,4.0,3.0,0.9085064422290707,0.802410853721659,-0.11952286083343931,0.0,-0.7214548524840072,1.7437090075580566
participant_11,10.0,2.0,bar,5000,5.0,0,5571.246158614543,21815.59999990464,21.81559999990464,10000.0,11815.599999904633,85.0,5.0,2.0,1.2761102049807178,1.5045203507281106,-0.9561828866675148,0.0,-0.04569270239802737,0.6516956861406575
participant_11,11.0,14.0,skeleton-color,1000,1.0,0,4676.139973012395,11783.199999809263,11.783199999809264,2000.0,9783.199999809263,16.0,2.0,2.0,-1.260355758005647,-0.6018081402912443,-0.9561828866675148,0.0,-0.5593877065602161,-1.1098959341323857
participant_11,12.0,1.0,bar-color,5000,5.0,0,8114.075521616851,22608.900000095367,22.608900000095367,10000.0,12608.900000095367,89.0,5.0,2.0,1.4231517100813766,1.5045203507281106,-0.9561828866675148,0.0,1.413618786252322,0.7909914311952109
participant_11,13.0,15.0,spinner,5000,5.0,0,4527.427812544478,21183.700000047684,21.183700000047683,10000.0,11183.700000047684,74.0,4.0,2.0,0.871746065953906,0.802410853721659,-0.9561828866675148,0.0,-0.644732546222054,0.5407402074328734
participant_11,14.0,19.0,spinner-color,1000,1.0,0,7001.029065657787,13069.5,13.0695,2000.0,11069.5,24.0,2.0,4.0,-0.9662727478043295,-0.6018081402912443,0.7171371650006362,0.0,0.7748494279085776,-0.8840341960167135
participant_11,15.0,4.0,spinner,2500,2.5,0,5145.20224740075,18429.59999990464,18.429599999904635,7500.0,10929.599999904633,55.0,3.0,4.0,0.17329891672577652,0.10030135671520733,0.7171371650006362,0.0,-0.2901962398157888,0.05714710093793138
participant_11,16.0,10.0,bar,2500,2.5,0,5811.968626515018,14297.0,14.297,5000.0,9297.0,57.0,2.0,3.0,0.24681966927610594,-0.6018081402912443,-0.11952286083343931,0.0,0.0924561911512678,-0.6684971646120043
participant_11,17.0,18.0,spinner-color,5000,5.0,0,5321.287675042457,20727.60000014305,20.72760000014305,10000.0,10727.600000143051,66.0,4.0,2.0,0.5776630557525884,0.802410853721659,-0.9561828866675148,0.0,-0.18914207893491214,0.46065349459936394
participant_11,18.0,9.0,none,5000,5.0,0,7750.900920293692,43351.09999990463,43.35109999990463,20000.0,23351.09999990464,95.0,5.0,1.0,1.6437139677323649,1.5045203507281106,-1.7928429125015903,0.0,1.2051954937545726,4.43311950676478
participant_11,19.0,20.0,bar-color,2500,2.5,0,3954.340183409775,17006.0,17.006,5000.0,12006.0,74.0,4.0,3.0,0.871746065953906,0.802410853721659,-0.11952286083343931,0.0,-0.973623416119919,-0.1928231783999009
participant_11,20.0,3.0,none,1000,1.0,0,5547.582322266887,14046.900000095367,14.046900000095368,2000.0,12046.900000095367,29.0,2.0,4.0,-0.7824708664285059,-0.6018081402912443,0.7171371650006362,0.0,-0.059273207936512695,-0.7124122860244381
participant_11,21.0,8.0,bar-color,1000,1.0,0,4563.045961813973,12328.200000047684,12.328200000047683,2000.0,10328.200000047684,4.0,1.0,4.0,-1.7014802733076235,-1.303917637297696,0.7171371650006362,0.0,-0.6242915464484526,-1.0141992480493272
participant_12,1.0,6.0,skeleton-color,5000,5.0,0,4172.509504916193,19943.29999995232,19.94329999995232,10000.0,9943.299999952316,79.0,4.0,2.0,1.353776619410053,0.8451542540142308,-1.4608349656062343,0.0,-0.8484176111305268,0.32293806179136186
