participant_id,executionOrder,originalTrialNumber,loaderType,simulatedLoadingTime,simulatedLoadingTime_sec,rageClicks,mouseDistance,taskDuration,taskDuration_sec,totalLoadingTime,pureTaskDuration,perceivedLoadingTime,discomfort,reliability
participant_8,5.0,18.0,spinner-color,5000,5.0,0,4806.73678498145,19176.200000047684,19.176200000047682,10000.0,9176.200000047684,56.0,3.0,3.0
participant_8,6.0,5.0,none,2500,2.5,0,3327.280895989491,16231.200000047684,16.231200000047682,5000.0,11231.200000047684,63.0,4.0,2.0
participant_8,7.0,15.0,spinner,5000,5.0,0,4557.528467548664,17919.200000047684,17.919200000047685,10000.0,7919.200000047684,54.0,3.0,3.0
participant_8,8.0,21.0,skeleton,2500,2.5,0,3652.942811046773,16479.600000023842,16.479600000023844,5000.0,11479.600000023842,45.0,2.0,4.0
participant_8,9.0,1.0,bar-color,5000,5.0,0,4532.758548709132,21166.60000002384,21.166600000023838,10000.0,11166.600000023842,43.0,2.0,4.0
participant_8,10.0,11.0,bar,1000,1.0,0,4138.112177542821,12054.699999928474,12.054699999928474,2000.0,10054.699999928474,33.0,2.0,4.0
participant_8,11.0,17.0,skeleton,1000,1.0,0,8588.06700179756,16031.100000023842,16.03110000002384,3000.0,13031.100000023842,26.0,2.0,5.0
participant_8,12.0,4.0,spinner,2500,2.5,0,3746.9298044885422,14680.600000023842,14.680600000023842,5000.0,9680.600000023842,39.0,2.0,4.0
participant_8,13.0,9.0,none,5000,5.0,0,11065.30079514257,33863.10000002384,33.86310000002384,10000.0,23863.10000002384,58.0,4.0,1.0
participant_8,14.0,14.0,skeleton-color,1000,1.0,0,5436.238109803133,12904.700000047684,12.904700000047685,2000.0,10904.700000047684,50.0,3.0,2.0
participant_8,15.0,20.0,bar-color,2500,2.5,0,5976.369411042952,16254.200000047684,16.254200000047685,7500.0,8754.200000047684,40.0,3.0,3.0
participant_8,16.0,3.0,none,1000,1.0,0,5205.087795984821,15303.200000047684,15.303200000047683,2000.0,13303.200000047684,52.0,3.0,3.0
participant_8,17.0,19.0,spinner-color,1000,1.0,0,5688.688667464734,12367.0,12.367,2000.0,10367.0,36.0,2.0,4.0
participant_8,18.0,12.0,skeleton,5000,5.0,0,4038.675612083169,19408.599999904636,19.408599999904638,15000.0,4408.599999904633,54.0,3.0,3.0
participant_8,19.0,7.0,spinner,1000,1.0,0,3881.440084190012,11037.699999928474,11.037699999928474,2000.0,9037.699999928474,35.0,2.0,4.0
participant_8,20.0,6.0,skeleton-color,5000,5.0,0,5295.980277609599,17680.100000023842,17.68010000002384,10000.0,7680.100000023842,65.0,4.0,2.0
participant_8,21.0,13.0,spinner-color,2500,2.5,0,3881.011562323691,13967.399999976158,13.967399999976157,5000.0,8967.399999976158,41.0,2.0,4.0
participant_9,1.0,16.0,skeleton-color,2500,2.5,0,6487.51977547275,17213.700000047684,17.213700000047684,5000.0,12213.700000047684,48.0,2.0,4.0
participant_9,2.0,13.0,spinner-color,2500,2.5,0,10331.899112268746,32431.5,32.4315,10000.0,22431.5,43.0,2.0,4.0
participant_9,3.0,11.0,bar,1000,1.0,0,4159.442622579097,9825.600000023842,9.825600000023842,2000.0,7825.600000023842,21.0,1.0,4.0
participant_9,4.0,3.0,none,1000,1.0,0,3754.49404836888,11969.0,11.969,2000.0,9969.0,46.0,2.0,4.0
participant_9,5.0,15.0,spinner,5000,5.0,0,6030.861843984417,17055.5,17.0555,10000.0,7055.5,67.0,2.0,4.0
participant_9,6.0,21.0,skeleton,2500,2.5,0,5743.239012411428,13545.800000071526,13.545800000071525,5000.0,8545.800000071526,37.0,2.0,4.0
participant_9,7.0,7.0,spinner,1000,1.0,0,5195.080730653738,15007.299999952316,15.007299999952316,3000.0,12007.299999952316,42.0,2.0,4.0
participant_9,8.0,14.0,skeleton-color,1000,1.0,0,3528.077955370029,10695.100000023842,10.695100000023842,2000.0,8695.100000023842,35.0,2.0,4.0
participant_9,9.0,10.0,bar,2500,2.5,0,4737.581460408351,16605.899999976158,16.60589999997616,7500.0,9105.899999976158,61.0,2.0,4.0
participant_9,10.0,19.0,spinner-color,1000,1.0,0,5860.476777287777,12273.799999952316,12.273799999952317,2000.0,10273.799999952316,38.0,2.0,4.0
participant_9,11.0,17.0,skeleton,1000,1.0,0,4803.716777136457,10607.100000023842,10.607100000023841,2000.0,8607.100000023842,29.0,2.0,4.0
participant_9,12.0,20.0,bar-color,2500,2.5,0,7209.022908718059,16118.100000023842,16.11810000002384,5000.0,11118.100000023842,73.0,2.0,4.0
participant_9,13.0,18.0,spinner-color,5000,5.0,0,4754.912920434436,19695.5,19.6955,10000.0,9695.5,84.0,2.0,4.0
participant_9,14.0,4.0,spinner,2500,2.5,0,7584.278504362457,26303.0,26.303,5000.0,21303.0,69.0,2.0,4.0
participant_9,15.0,9.0,none,5000,5.0,0,7927.39759263371,21967.200000047684,21.967200000047683,15000.0,6967.200000047684,74.0,4.0,4.0
participant_9,16.0,12.0,skeleton,5000,5.0,0,8185.023783651374,31876.0,31.876,10000.0,21876.0,72.0,2.0,4.0
participant_9,17.0,5.0,none,2500,2.5,0,7640.1672077221,18367.39999997616,18.36739999997616,7500.0,10867.399999976158,76.0,3.0,4.0
participant_9,18.0,1.0,bar-color,5000,5.0,0,8154.570067163985,20502.80000007153,20.50280000007153,10000.0,10502.800000071526,70.0,2.0,4.0
participant_9,19.0,2.0,bar,5000,5.0,0,6809.380205947544,21640.199999928474,21.640199999928473,10000.0,11640.199999928474,79.0,3.0,4.0
participant_9,20.0,8.0,bar-color,1000,1.0,0,5508.550306403545,9535.100000023842,9.535100000023842,2000.0,7535.100000023842,17.0,1.0,4.0
participant_9,21.0,6.0,skeleton-color,5000,5.0,0,5163.418500598446,17639.100000023842,17.63910000002384,10000.0,7639.100000023842,68.0,2.0,4.0
